date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,respiratory_admissions,AirQuality_Status
2020-07-01,103.2,43.55669513,84.99218916,42.38,28.09,1.08,42.66,28.3,81.7,13.7,11,good
2020-07-01,105.0,75.14207683,66.26922494,32.82,28.71,0.71,28.04,30.9,86.2,10.1,8,good
2020-07-01,98.4,56.61515429,71.14821414,50.69,12.43,1.07,17.62,24.1,82.7,2.1,15,good
2020-07-01,78.6,43.44495257,45.41634221,37.84,19.48,0.88,25.98,25.6,85.1,7.7,9,poor
2020-07-02,109.0,80.83536544,80.15455786,37.92,13.48,0.67,32.8,19.9,48.8,3.9,10,good
2020-07-02,110.0,58.98192927,31.1859197,37.45,29.97,1.26,30.68,23.0,72.3,3.9,7,poor
2020-07-02,131.5,47.32587842,103.2675211,47.96,34.21,0.83,21.18,27.4,71.5,7.3,11,good
2020-07-02,109.6,55.03816164,119.0583476,43.34,13.03,0.71,25.64,22.2,53.7,9.3,10,good
2020-07-03,95.5,48.29701306,78.77804984,38.29,22.57,0.92,27.82,30.9,72.8,4.4,3,moderate
2020-07-03,78.8,69.55987025,98.90623542,32.12,26.42,1.48,42.55,29.5,69.7,7.3,13,moderate
2020-07-03,122.3,66.47447444,76.31421996,28.9,23.76,0.4,27.48,26.4,84.9,10.8,7,moderate
2020-07-03,98.1,37.51476059,101.3758464,46.54,18.61,1.06,31.15,21.3,64.8,2.6,7,poor
2020-07-04,105.6,58.62232853,54.28000587,42.9,21.77,1.15,26.66,30.0,72.2,1.5,7,poor
2020-07-04,108.6,84.24450064,68.94861308,42.26,17.63,1.27,32.79,21.9,83.6,0.9,8,good
2020-07-04,114.3,79.95862356,65.02400408,39.34,29.61,0.92,25.02,33.3,66.8,14.3,7,good
2020-07-04,129.0,71.09513202,75.8832028,23.19,23.92,1.09,30.53,28.8,58.7,0.9,10,hazardous
2020-07-05,92.8,98.57992976,52.71058293,39.92,17.1,1.2,29.24,27.8,51.3,11.4,12,poor
2020-07-05,96.3,39.10896792,42.53988338,59.64,20.11,1.41,24.24,16.5,78.9,1.4,6,moderate
2020-07-05,109.5,42.0481703,88.33603149,22.91,22.05,1.36,36.58,31.3,76.8,7.8,8,poor
2020-07-05,112.2,58.68847007,58.23177529,53.16,20.49,0.52,34.74,24.0,25.3,4.7,12,poor
2020-07-06,73.5,26.25851319,61.43468323,49.76,29.74,0.59,16.74,31.7,87.8,1.9,10,good
2020-07-06,103.7,68.22479441,131.2100592,34.61,18.7,0.99,29.85,23.3,24.7,7.0,15,moderate
2020-07-06,98.5,73.40546534,103.3424158,43.92,17.87,1.21,32.14,32.2,75.1,2.7,2,moderate
2020-07-06,119.7,59.48174064,120.8896311,43.35,9.78,0.84,18.46,10.6,55.8,6.0,4,good
2020-07-07,83.1,73.39430805,79.53898888,39.11,12.86,1.08,26.07,23.2,30.7,1.6,9,good
2020-07-07,91.7,69.13103384,96.1931506,45.85,21.34,1.26,42.42,27.6,52.5,10.4,9,good
2020-07-07,123.7,35.74929938,60.05543425,36.37,13.41,1.12,36.28,20.6,67.6,14.2,13,good
2020-07-07,91.1,74.24391857,115.0185188,38.13,15.84,0.82,14.83,29.5,30.7,9.6,6,hazardous
2020-07-08,103.9,59.10877228,79.36962973,40.95,14.58,0.81,22.26,24.6,30.3,0.0,12,moderate
2020-07-08,69.7,87.44430303,105.5715034,56.1,15.46,1.0,35.4,22.5,36.4,8.1,7,moderate
2020-07-08,105.2,51.64304141,84.61423498,40.57,24.27,0.97,31.97,25.1,64.9,8.0,11,poor
2020-07-08,151.8,56.55926502,58.81925756,24.73,23.05,1.06,25.46,31.9,49.0,13.6,10,good
2020-07-09,121.5,87.83254972,85.14746213,29.7,14.32,1.04,30.05,26.9,49.4,10.7,7,good
2020-07-09,111.6,56.27076219,102.0744003,37.81,21.89,1.34,35.15,31.3,65.3,7.0,12,hazardous
2020-07-09,80.7,51.20377277,82.03576667,44.79,19.47,1.92,20.7,21.2,46.1,14.3,13,poor
2020-07-09,91.1,53.85470111,101.6599988,30.6,22.27,0.68,27.8,24.2,38.6,5.6,7,poor
2020-07-10,106.5,69.39920456,72.31021758,42.35,28.77,1.35,33.12,21.4,38.0,2.1,8,good
2020-07-10,117.1,70.68483239,58.47237625,21.92,25.37,0.35,27.38,25.2,77.3,2.9,8,poor
2020-07-10,79.5,63.36352117,67.38307194,42.27,22.03,0.83,30.72,28.3,31.0,10.7,13,moderate
2020-07-10,80.9,50.70341808,86.12695068,39.73,18.66,0.35,13.46,22.6,64.5,0.6,5,poor
2020-07-11,106.9,46.36845494,81.85255176,25.7,28.32,1.41,11.38,29.1,70.4,4.4,9,good
2020-07-11,104.3,94.22477755,66.52419789,46.18,21.3,1.03,30.39,32.2,76.8,0.5,8,hazardous
2020-07-11,103.9,60.68345822,78.73220296,36.12,26.71,1.06,33.83,23.1,50.4,2.7,11,good
2020-07-11,102.7,54.80360241,88.64705428,22.81,17.4,1.41,18.75,21.1,79.8,6.7,10,poor
2020-07-12,75.1,50.73537485,99.15074327,43.47,24.0,1.24,33.71,30.8,54.7,8.5,9,moderate
2020-07-12,92.9,69.35110707,89.65580248,23.35,18.85,0.54,30.27,22.7,34.7,5.7,11,good
2020-07-12,99.0,85.26787252,104.8572513,25.79,22.7,0.88,36.16,17.5,63.7,1.0,10,poor
2020-07-12,86.0,35.82648961,65.65636199,50.47,7.11,1.36,17.71,26.9,60.5,5.2,10,moderate
2020-07-13,103.5,36.97439629,25.74774872,29.92,23.54,0.97,33.12,27.7,60.7,9.0,14,moderate
2020-07-13,106.8,70.551602,101.6716621,31.49,22.36,1.53,33.07,18.3,22.7,3.2,6,good
2020-07-13,123.9,56.0601072,39.35292471,40.47,22.22,1.35,30.45,31.7,45.8,12.6,10,moderate
2020-07-13,100.7,72.63445991,82.46858363,37.97,27.26,0.51,25.05,30.5,56.0,13.2,10,moderate
2020-07-14,69.5,54.95419582,53.56888427,34.79,19.81,0.85,18.77,20.2,24.9,11.8,17,moderate
2020-07-14,94.1,92.32393016,73.33078614,54.55,18.42,1.17,29.04,20.3,61.2,1.2,17,moderate
2020-07-14,107.7,31.79984949,77.01088614,24.7,22.53,0.84,27.09,17.8,77.9,2.1,6,moderate
2020-07-14,84.8,60.34793968,50.83573772,38.39,21.28,0.84,26.36,23.6,41.0,8.9,8,moderate
2020-07-15,95.4,80.26523629,112.6025993,48.51,15.76,1.08,33.91,20.9,65.1,8.0,11,hazardous
2020-07-15,103.4,55.27055017,110.3990401,54.34,30.27,0.82,24.92,29.9,80.5,10.1,9,poor
2020-07-15,82.3,70.69068043,51.38337597,55.37,16.71,1.14,36.78,16.6,41.9,9.0,3,good
2020-07-15,88.8,74.40457194,80.42185496,31.66,26.73,0.71,16.65,27.2,61.4,14.7,11,good
2020-07-16,107.5,66.93725436,57.37865529,37.65,21.87,1.02,26.44,20.9,28.2,5.6,12,moderate
2020-07-16,81.5,37.31206552,87.40680535,47.57,17.08,1.31,25.87,19.5,83.6,2.0,4,poor
2020-07-16,126.4,45.88465949,37.28400303,31.13,25.75,1.12,22.29,27.5,21.8,8.7,6,good
2020-07-16,103.1,31.75274688,70.46892397,54.14,20.87,0.98,28.22,26.2,23.5,14.3,12,moderate
2020-07-17,117.8,40.03942303,68.21492538,46.05,20.51,1.52,34.37,28.4,20.5,7.3,11,moderate
2020-07-17,79.9,63.69125423,95.19574474,46.73,20.85,0.55,10.92,26.4,33.7,4.4,7,moderate
2020-07-17,131.3,42.30946318,78.6544507,46.88,12.61,0.95,26.09,30.1,72.0,13.6,9,good
2020-07-17,101.2,54.41521421,74.02359822,15.13,15.76,1.51,24.76,29.4,53.8,14.7,5,hazardous
2020-07-18,98.7,62.5838158,58.50677921,45.48,8.85,0.82,22.97,30.1,76.2,1.3,9,poor
2020-07-18,120.7,27.33048402,54.93196563,37.2,16.87,1.43,30.76,24.9,29.4,6.0,13,good
2020-07-18,122.8,47.96579959,63.20944884,28.21,21.0,1.32,28.55,18.3,52.2,11.7,6,moderate
2020-07-18,77.1,66.55969781,72.83511244,35.42,20.09,1.37,18.26,24.6,84.0,13.3,11,moderate
2020-07-19,107.2,62.77763305,68.95477496,56.64,21.65,1.29,37.87,34.6,75.3,12.1,10,good
2020-07-19,63.1,49.5087819,87.91828442,26.19,14.46,0.71,29.33,32.9,28.4,4.7,13,poor
2020-07-19,88.9,70.07296758,64.35292155,32.94,16.4,0.65,24.37,23.2,58.1,6.2,10,moderate
2020-07-19,126.3,82.22941153,107.4454263,54.04,27.22,0.56,42.16,25.5,66.6,11.6,16,moderate
2020-07-20,97.6,55.75172942,82.84088958,42.45,22.9,0.93,35.84,13.5,32.0,7.4,14,good
2020-07-20,111.2,66.38167296,58.05712701,35.24,28.39,1.23,30.1,19.6,45.7,3.1,10,moderate
2020-07-20,81.4,62.4254779,77.6565599,44.12,26.01,1.34,17.42,18.7,84.6,11.6,9,hazardous
2020-07-20,137.6,82.92047039,97.06330613,31.54,16.87,0.99,30.11,36.0,30.5,7.0,7,good
2020-07-21,121.7,63.33434784,125.8382253,35.09,13.45,0.61,31.69,19.0,24.5,2.3,7,good
2020-07-21,71.0,73.31255951,84.94961095,46.57,24.72,0.88,24.24,30.5,75.1,6.6,12,moderate
2020-07-21,57.6,51.51635448,66.54189336,49.5,27.79,1.07,31.82,29.2,24.0,1.4,11,hazardous
2020-07-21,70.1,61.54287867,111.4829357,45.25,17.28,1.12,23.44,22.1,66.4,0.9,9,poor
2020-07-22,87.8,52.93026418,93.25682186,22.85,9.03,1.31,24.13,26.3,56.3,13.8,7,good
2020-07-22,121.1,79.1829872,117.3492401,37.17,22.41,1.2,38.37,21.7,64.6,6.7,6,good
2020-07-22,56.0,71.41269981,79.80671157,32.78,19.96,1.21,30.57,28.5,41.5,9.4,9,good
2020-07-22,87.0,62.24012867,73.08185439,16.11,20.69,0.8,34.82,24.5,86.6,9.7,9,hazardous
2020-07-23,125.9,70.77626135,97.86376694,46.78,22.31,1.03,37.98,18.3,77.3,10.0,9,good
2020-07-23,72.4,45.71525429,56.75868359,28.79,27.41,1.11,26.18,21.5,78.4,9.3,9,poor
2020-07-23,108.8,60.90128992,97.57927946,40.6,25.67,1.2,26.96,28.3,35.6,2.6,13,good
2020-07-23,98.3,38.83414753,63.25238421,31.66,21.48,0.94,24.54,21.2,60.8,12.3,13,poor
2020-07-24,99.5,57.63379525,92.83788246,39.92,17.42,1.19,29.05,33.1,22.5,3.7,6,good
2020-07-24,71.0,72.04732114,97.91592436,33.09,17.06,0.79,39.64,25.0,52.3,13.6,12,moderate
2020-07-24,81.2,49.84507292,111.642335,22.95,23.79,1.18,19.0,27.6,66.5,12.8,7,good
2020-07-24,90.0,65.82468008,89.61217187,41.24,13.38,1.33,31.34,29.9,52.9,13.0,7,good
2020-07-25,110.3,48.41010832,72.01069019,50.53,24.16,1.15,30.56,22.9,49.8,3.5,10,good
2020-07-25,81.6,63.59441277,98.50563785,41.18,27.25,1.01,48.77,26.6,75.5,11.2,7,good
2020-07-25,79.6,78.74257351,108.9312658,43.12,24.83,0.62,37.03,20.0,84.6,8.3,11,moderate
2020-07-25,80.0,50.3749977,59.40607521,48.52,28.78,0.99,42.6,16.0,44.5,9.2,11,poor
2020-07-26,79.9,70.99581422,83.37302735,31.97,14.41,0.78,35.25,27.4,31.3,4.2,5,good
2020-07-26,110.3,72.45287718,82.58374947,21.57,22.94,1.14,32.46,17.3,28.6,7.2,7,moderate
2020-07-26,114.2,40.00833904,70.80281475,48.58,23.6,1.12,36.71,26.0,40.8,13.6,10,good
2020-07-26,89.9,84.98027876,70.31965753,49.15,27.73,0.99,22.15,27.7,66.4,6.1,7,good
2020-07-27,104.9,54.75841009,71.40730043,27.37,9.91,0.78,40.31,26.9,83.4,0.0,9,good
2020-07-27,104.1,31.60856734,93.52714095,39.62,21.31,0.69,41.94,32.5,46.7,9.0,14,good
2020-07-27,110.3,73.50597883,78.7345208,42.47,26.49,1.81,27.9,29.5,83.8,9.7,8,good
2020-07-27,116.8,47.15745239,79.91854326,40.66,20.16,1.03,24.0,27.8,29.2,9.5,14,good
2020-07-28,177.1,66.76837979,66.80502717,48.87,14.56,0.98,41.79,16.2,39.3,6.7,11,moderate
2020-07-28,88.7,48.41146877,53.97781467,20.89,26.61,0.63,36.71,23.0,23.8,9.4,8,moderate
2020-07-28,101.4,64.67236288,79.24625759,37.89,21.23,1.14,35.77,18.5,52.6,2.1,9,good
2020-07-28,110.9,60.53349111,79.17480695,33.99,27.68,0.94,23.22,18.8,36.5,7.1,13,moderate
2020-07-29,111.4,77.752405,99.67704687,25.49,13.07,1.28,10.11,19.6,35.7,6.8,14,moderate
2020-07-29,74.4,65.68729678,71.42038565,34.33,20.47,0.87,31.91,27.3,25.8,6.2,7,good
2020-07-29,95.2,69.78459227,94.99490951,47.8,28.92,0.49,18.14,24.8,57.5,7.3,9,poor
2020-07-29,85.6,42.1835214,84.67730202,38.41,19.73,1.19,25.73,26.7,40.9,1.8,16,moderate
2020-07-30,122.7,42.32938699,82.51773061,30.76,19.97,0.86,38.96,16.9,77.1,3.4,11,good
2020-07-30,117.4,78.45333263,99.29539789,58.02,21.96,1.32,26.53,31.2,68.9,7.6,9,good
2020-07-30,92.7,35.52997334,39.70197535,39.4,20.37,0.77,22.5,16.8,86.7,11.0,12,moderate
2020-07-30,103.5,54.04015121,103.2998177,32.84,13.52,0.94,31.6,21.8,46.0,9.6,18,poor
2020-07-31,113.0,51.0453857,105.9997474,60.22,15.68,0.89,26.9,22.9,33.3,11.2,18,poor
2020-07-31,92.2,67.20390752,86.68654109,31.27,32.36,1.07,30.83,10.8,40.1,9.2,10,moderate
2020-07-31,89.1,68.01547348,92.50636668,33.61,24.35,1.41,46.11,27.2,25.5,12.8,9,moderate
2020-07-31,119.1,85.00836167,70.46897154,52.13,9.19,1.24,36.33,26.0,88.7,14.8,7,poor
2020-08-01,98.0,24.14543449,99.20610336,58.31,26.38,1.47,22.98,24.7,42.2,3.4,10,poor
2020-08-01,94.6,61.36640409,76.61451123,29.2,23.72,0.92,25.81,27.2,33.9,1.0,12,moderate
2020-08-01,113.0,82.84857933,53.90821112,45.33,26.15,1.28,33.65,25.9,66.2,7.1,8,hazardous
2020-08-01,81.6,44.17338487,74.20037291,30.8,19.84,0.93,24.3,19.7,54.1,1.2,12,moderate
2020-08-02,136.9,53.81668882,44.11616267,38.07,14.07,1.16,30.04,20.9,29.5,3.1,10,hazardous
2020-08-02,93.7,71.03432996,62.12809973,33.83,26.1,1.11,3.31,34.6,63.7,8.0,6,poor
2020-08-02,133.5,47.2269003,107.0472509,43.8,16.62,0.91,21.69,20.1,43.5,1.6,8,poor
2020-08-02,132.3,72.34174171,63.22998767,25.23,18.93,0.95,0.0,21.9,48.0,1.0,12,poor
2020-08-03,93.6,45.56023482,65.15026444,34.9,24.33,0.9,38.59,28.2,82.8,4.6,11,moderate
2020-08-03,126.8,60.09409734,32.70289254,45.71,23.54,1.2,20.93,20.5,75.7,8.5,11,moderate
2020-08-03,78.6,73.70210598,101.6629043,22.18,24.16,0.88,35.58,16.1,43.3,10.5,14,moderate
2020-08-03,115.2,86.72698363,47.17239769,52.02,17.83,1.5,40.27,29.6,42.4,3.3,13,moderate
2020-08-04,84.5,35.15065188,80.24447097,52.07,18.15,0.73,21.79,32.2,21.4,7.7,7,good
2020-08-04,69.5,68.06444854,43.22962753,16.57,24.1,1.35,24.19,28.9,39.6,7.8,8,moderate
2020-08-04,74.0,37.02697027,121.0414662,32.29,21.87,0.96,28.26,27.6,32.8,3.3,9,poor
2020-08-04,124.3,70.39153548,75.70924671,51.03,18.23,0.74,16.53,25.3,25.0,6.5,13,moderate
2020-08-05,116.6,77.25401094,45.8808181,55.21,13.6,1.03,21.97,25.1,44.3,9.2,11,good
2020-08-05,95.3,52.13327796,56.06668815,42.69,19.64,0.85,25.94,26.4,33.4,3.8,10,poor
2020-08-05,86.2,66.42279372,97.96234648,33.86,15.13,1.13,29.7,24.9,71.5,3.5,5,good
2020-08-05,130.4,76.58749599,7.978297911,41.78,20.43,0.85,34.71,25.5,59.6,4.1,11,poor
2020-08-06,116.2,56.92073971,67.4581435,36.85,15.73,0.24,43.39,23.9,24.5,3.2,5,hazardous
2020-08-06,120.0,72.92154788,65.97420858,34.7,27.05,0.91,30.25,19.9,79.2,9.8,10,good
2020-08-06,99.1,55.80010047,72.64430947,38.02,29.92,0.72,24.58,25.2,69.1,7.3,13,good
2020-08-06,90.3,48.97044809,74.68878975,31.0,20.26,1.06,28.64,20.1,60.9,3.0,9,moderate
2020-08-07,101.6,70.82218986,107.4020371,35.87,20.64,1.26,33.26,25.6,30.6,4.1,10,hazardous
2020-08-07,104.9,40.81453896,94.05066628,53.01,21.16,1.56,31.67,20.1,86.8,6.9,4,good
2020-08-07,91.4,63.76974972,62.48370351,48.05,20.1,1.0,46.94,22.3,89.2,2.9,9,moderate
2020-08-07,77.0,76.77824916,79.1816493,55.3,25.69,1.01,31.73,28.3,59.0,1.7,8,moderate
2020-08-08,146.3,44.24788891,103.9859915,42.86,22.79,1.05,35.12,28.0,81.9,0.0,10,moderate
2020-08-08,108.1,56.53048586,90.65566419,31.68,11.52,1.12,37.98,20.4,68.9,10.6,9,good
2020-08-08,95.2,67.72941482,53.35103304,48.68,23.27,1.08,25.6,24.1,70.7,10.4,7,good
2020-08-08,116.4,52.10202469,77.07038659,33.58,21.55,0.45,37.77,28.7,62.8,8.2,8,poor
2020-08-09,130.8,52.14636017,100.1282208,19.73,17.18,0.63,27.61,22.4,80.6,12.9,7,moderate
2020-08-09,99.5,51.35370635,63.88946635,40.95,21.84,0.95,25.96,18.9,46.6,11.6,8,hazardous
2020-08-09,107.0,47.48577285,103.4233527,42.27,12.36,1.01,24.08,30.5,68.6,0.0,5,good
2020-08-09,62.7,71.36242724,79.35446212,38.11,19.14,1.39,37.14,28.5,33.2,8.6,11,good
2020-08-10,81.9,82.06552036,75.697724,38.2,16.52,0.69,24.38,22.0,48.8,1.9,10,poor
2020-08-10,75.0,92.761451,50.70050508,31.1,30.59,0.74,24.56,25.0,68.6,8.8,14,good
2020-08-10,77.5,48.5371982,58.84326763,44.02,15.71,0.6,20.88,20.7,77.3,10.3,10,moderate
2020-08-10,113.7,80.55804216,78.25830548,49.39,24.72,0.8,36.53,22.6,56.5,5.8,9,good
2020-08-11,106.5,49.5075717,110.8455326,47.79,24.33,0.58,42.02,25.4,44.6,9.8,13,hazardous
2020-08-11,81.6,73.14260898,85.21533635,42.49,17.42,0.69,19.52,18.7,40.0,12.3,7,good
2020-08-11,128.9,68.55760813,66.63090178,30.39,13.88,1.35,34.03,25.1,81.8,9.1,12,good
2020-08-11,67.7,70.4280435,117.597491,24.7,22.23,0.66,32.02,27.4,55.8,13.5,11,good
2020-08-12,120.4,49.35853264,68.43575804,40.34,17.78,0.84,22.74,25.2,29.6,4.0,16,good
2020-08-12,98.4,51.29027546,60.03810744,42.54,25.12,1.16,29.23,26.0,40.7,11.2,8,good
2020-08-12,90.6,64.25626535,90.41512241,25.06,16.97,1.09,33.33,20.3,62.3,0.6,18,poor
2020-08-12,76.4,44.4440089,99.8870304,24.23,23.48,1.78,18.19,22.1,62.3,14.4,11,poor
2020-08-13,121.8,45.18189989,73.4438708,41.81,26.68,0.98,21.27,19.8,42.9,0.6,11,moderate
2020-08-13,105.4,69.66893149,85.90281959,33.58,15.77,0.85,32.78,17.9,30.9,13.3,8,moderate
2020-08-13,122.3,50.82922129,44.91430294,46.97,15.03,1.19,26.57,18.8,41.0,13.3,5,good
2020-08-13,123.8,69.98053403,98.045428,31.5,27.36,0.66,31.53,23.4,71.8,2.9,13,poor
2020-08-14,106.9,58.6058369,81.89055135,43.92,16.91,0.85,32.09,28.1,71.9,6.6,9,moderate
2020-08-14,90.7,48.05794795,70.00255139,23.62,24.54,0.84,28.95,28.5,77.4,13.6,12,poor
2020-08-14,111.0,54.26321403,78.7045548,39.65,11.29,1.2,34.16,25.5,87.8,5.7,15,hazardous
2020-08-14,101.3,47.29723551,51.47963766,35.08,13.21,1.16,23.99,19.4,81.1,13.3,4,good
2020-08-15,78.4,78.74428358,87.87746436,33.73,19.54,0.99,37.16,25.1,51.1,1.9,14,moderate
2020-08-15,104.0,45.74904754,90.86064559,37.4,25.45,1.16,27.25,22.5,49.2,9.1,6,good
2020-08-15,109.1,56.40747117,116.1217824,29.65,23.94,1.25,26.68,18.7,36.0,5.1,10,good
2020-08-15,106.8,30.3605505,81.85871305,34.89,25.7,1.07,34.83,31.1,67.1,12.8,3,poor
2020-08-16,107.8,51.44528898,69.00150335,36.98,24.85,0.43,18.09,23.2,23.0,7.1,13,moderate
2020-08-16,111.4,76.75250663,133.3381044,46.51,25.14,1.27,39.01,20.3,83.8,1.5,12,poor
2020-08-16,105.7,38.34593607,75.32204399,52.11,16.65,1.11,32.83,18.3,70.2,8.9,10,good
2020-08-16,85.7,71.69023506,96.58647545,22.32,24.83,0.9,36.7,19.1,69.0,0.0,8,good
2020-08-17,109.0,62.79624255,81.94311574,44.26,13.64,0.8,22.21,19.8,57.4,5.1,10,poor
2020-08-17,94.8,52.75635241,76.07813579,34.95,24.02,1.16,31.52,27.8,84.1,0.8,7,moderate
2020-08-17,113.6,59.41470721,67.36696951,40.2,16.38,0.98,35.79,22.9,64.5,2.7,6,poor
2020-08-17,73.5,42.31337678,69.798721,48.42,13.63,1.02,30.0,22.3,29.6,4.0,12,poor
2020-08-18,111.7,58.75927464,88.19370687,34.89,29.84,0.87,33.66,26.3,84.5,11.2,9,poor
2020-08-18,112.9,49.02552392,102.3336255,29.29,25.45,0.57,28.5,24.1,41.0,1.0,12,hazardous
2020-08-18,85.4,53.73135681,85.8240551,39.47,21.55,1.01,25.88,29.5,28.2,12.4,6,good
2020-08-18,120.9,60.50854086,85.74545028,41.84,20.68,1.1,21.79,35.0,54.0,3.9,14,poor
2020-08-19,123.4,42.14388396,98.87431012,46.1,15.49,0.9,33.21,32.5,34.5,8.5,10,good
2020-08-19,104.3,29.6128819,72.7285341,46.53,22.72,0.91,37.28,19.9,63.6,12.0,13,poor
2020-08-19,90.5,63.64637591,68.06012823,48.72,16.56,1.07,31.11,26.6,69.3,7.2,9,moderate
2020-08-19,126.6,88.35661028,84.64189276,32.16,25.22,1.17,18.76,23.2,74.3,12.0,6,moderate
2020-08-20,117.4,74.26959366,109.8600621,50.69,29.0,1.02,33.34,28.1,64.6,10.8,8,good
2020-08-20,100.9,43.93721372,76.31935202,40.69,15.7,0.94,20.71,22.5,58.5,5.1,6,hazardous
2020-08-20,103.9,60.73962497,89.9776639,46.88,15.31,0.53,27.23,25.0,41.9,12.1,8,good
2020-08-20,95.4,73.88962651,68.03441332,37.68,18.69,0.98,33.83,21.2,76.3,1.2,9,moderate
2020-08-21,114.2,71.53259514,73.15702698,37.65,27.99,1.05,16.56,20.5,87.4,6.3,11,poor
2020-08-21,99.1,58.63386209,62.62464911,36.58,18.28,1.06,20.62,25.7,60.1,14.0,10,moderate
2020-08-21,73.1,67.90346885,76.79739721,39.11,17.25,0.91,30.75,27.3,57.2,12.1,10,moderate
2020-08-21,87.0,88.67128631,30.24355885,38.67,19.64,0.88,38.62,25.4,82.9,10.0,13,moderate
2020-08-22,98.2,50.87660239,83.90153851,55.89,12.72,0.87,35.97,30.0,88.8,3.9,14,moderate
2020-08-22,142.9,40.79316643,75.56437193,51.77,19.22,1.26,27.91,26.2,81.7,7.6,15,good
2020-08-22,69.4,57.33606008,92.26920331,28.47,17.86,1.23,37.74,26.6,62.9,4.1,9,good
2020-08-22,102.5,57.13691671,92.36721133,46.85,15.74,1.07,24.72,25.1,32.8,7.9,13,good
2020-08-23,138.8,57.02706485,109.1120096,29.23,21.48,1.32,30.03,37.0,28.7,4.0,18,good
2020-08-23,112.7,62.84219732,99.38738605,26.88,17.24,1.06,43.47,22.5,30.6,13.6,12,moderate
2020-08-23,110.3,69.83838207,79.34992214,36.3,30.01,0.53,48.71,26.0,52.4,5.0,11,good
2020-08-23,128.8,65.44673442,90.74957409,45.01,16.88,1.37,36.13,29.2,66.7,1.8,12,good
2020-08-24,86.5,64.66664987,68.43080542,35.13,22.4,0.88,36.27,24.1,28.0,12.8,10,good
2020-08-24,80.0,67.65236203,100.6330755,53.78,23.58,0.99,24.28,18.6,54.0,2.1,15,hazardous
2020-08-24,111.4,74.45860401,96.60996268,6.79,17.8,0.93,36.68,34.1,37.9,3.5,14,good
2020-08-24,59.5,75.1116596,67.37194889,45.36,31.51,1.68,17.83,28.9,25.7,0.8,13,poor
2020-08-25,86.4,79.08855244,51.82161795,61.49,24.56,1.0,23.76,22.1,31.2,2.4,10,good
2020-08-25,136.0,31.65526062,78.450114,39.9,15.73,1.33,30.23,22.6,38.4,13.2,7,poor
2020-08-25,98.8,59.69851872,61.88405573,34.1,15.96,1.45,28.7,25.4,61.3,0.0,12,good
2020-08-25,103.7,41.17615998,81.05052736,23.29,16.18,1.05,44.11,28.0,40.6,12.2,11,good
2020-08-26,110.3,61.89471299,88.8979179,45.21,15.19,1.32,27.31,29.8,60.4,13.0,12,good
2020-08-26,122.5,48.43199551,44.41122149,39.18,16.19,1.42,27.47,26.2,70.2,10.4,7,poor
2020-08-26,99.2,90.22912666,78.83139762,40.63,21.32,0.85,22.96,22.1,56.1,4.0,11,hazardous
2020-08-26,86.8,62.77065712,64.88098587,31.62,25.02,0.83,27.11,30.7,89.1,2.6,8,poor
2020-08-27,103.6,52.96303719,97.01438789,19.16,22.17,1.29,29.04,25.7,65.2,1.9,14,poor
2020-08-27,93.3,33.39045576,69.33991836,45.64,25.22,1.26,28.33,28.4,46.0,8.9,13,moderate
2020-08-27,71.4,79.35966691,96.52806635,32.72,21.21,1.3,23.6,23.4,79.6,9.3,12,moderate
2020-08-27,117.0,74.06873306,87.20883353,27.87,18.04,1.8,26.96,24.6,21.5,5.9,13,poor
2020-08-28,107.0,45.10700998,97.83726044,34.42,16.57,1.48,30.28,28.8,56.8,5.8,9,poor
2020-08-28,84.1,60.18748983,75.66953605,47.82,14.57,1.12,31.56,22.4,67.1,2.9,13,good
2020-08-28,102.6,54.04207026,58.67935657,30.87,19.06,1.62,42.24,18.0,32.9,3.9,8,good
2020-08-28,111.3,49.70925364,64.67294781,37.31,11.74,1.16,23.91,30.9,55.3,12.1,13,moderate
2020-08-29,97.7,103.0260458,61.21516919,39.35,20.51,1.3,24.42,21.6,62.6,10.5,9,moderate
2020-08-29,109.8,38.32192103,57.73410332,46.13,12.56,0.47,37.33,25.8,22.5,5.0,13,hazardous
2020-08-29,79.6,50.7418163,78.424232,43.48,16.19,1.5,32.02,29.7,78.8,0.6,9,good
2020-08-29,86.4,43.46595389,78.96915583,47.01,24.16,0.68,41.49,20.2,27.3,3.4,4,moderate
2020-08-30,110.1,34.97101112,106.6510294,39.86,23.25,1.18,29.42,26.5,65.3,10.2,6,good
2020-08-30,99.5,61.60586179,67.26309571,18.2,27.23,1.58,20.89,27.7,30.4,13.9,10,moderate
2020-08-30,112.7,69.99404508,66.85929526,35.79,15.36,1.27,26.01,31.9,24.0,13.0,12,good
2020-08-30,116.8,65.21342421,118.2401094,48.45,18.86,1.09,30.98,29.3,25.2,0.3,11,poor
2020-08-31,117.3,75.88092795,98.57864027,28.93,24.6,1.19,24.1,23.1,35.3,8.2,8,moderate
2020-08-31,96.5,54.82279678,94.82033903,39.43,21.22,0.96,14.88,17.2,58.2,5.0,15,hazardous
2020-08-31,86.9,61.30046549,103.2812031,46.04,21.16,1.82,25.87,26.5,55.5,8.7,10,moderate
2020-08-31,122.2,68.66967785,99.89116471,52.72,16.25,1.18,31.57,20.0,27.9,7.2,11,good
